46	246	6367	0.107794	0	20180102
52	246	200	0.00633658	0	20180102
8	246	2095	0.700219	0	20180102
8	246	6433	0.700219	0	20180102
52	246	205	0.00633658	0	20180102
8	246	231	0.700219	0	20180102
50	246	3184	0.0359273	0	20180102
58	246	227	0.948867	0	20180102
46	246	2090	0.107794	0	20180102
262	246	4115	0.0859449	0	20180102
180	246	179	0.720983	0	20180102
81	246	5814	0.548762	0	20180102
209	246	4682	0.0109971	0	20180102
344	246	2102	0.211713	0	20180102
564	246	3854	1.86228	0	20180102
8	246	196	0.700219	0	20180102
83	246	216	0.202551	0	20180102
175	246	174	0.844814	0	20180102
58	246	226	0.948867	0	20180102
8	246	228	0.700219	0	20180102
209	246	207	0.0109971	0	20180102
147	246	5140	0.00113903	0	20180102
29	246	168	1.94198e-05	0	20180102
8	246	212	0.700219	0	20180102
81	246	2666	0.548762	0	20180102
12	246	171	0.0119722	0	20180102
175	246	3555	0.844814	0	20180102
8	246	3778	0.700219	0	20180102
194	246	5605	0.000238397	0	20180103
786	246	785	0.0209794	0	20180103
48	246	224	0.00643776	0	20180103
48	246	3956	0.00643776	0	20180103
122	246	1755	0.186963	0	20180103
29	246	211	1.94451e-05	0	20180103
8	246	4467	0.701111	0	20180103
209	246	1490	0.011044	0	20180103
83	246	4044	0.202633	0	20180103
8	246	176	0.701111	0	20180103
46	246	4990	0.107833	0	20180103
77	246	2091	0.000658753	0	20180103
83	246	3556	0.202633	0	20180103
180	246	6632	0.718278	0	20180103
58	246	4841	0.950812	0	20180103
624	246	6180	0.00210361	0	20180103
12	246	2940	0.0119723	0	20180103
175	246	190	0.842946	0	20180103
8	246	2982	0.701111	0	20180103
83	246	213	0.202633	0	20180103
109	246	2868	0.559412	0	20180103
8	246	4214	0.701111	0	20180103
8	246	2099	0.701111	0	20180103
624	246	5892	0.00210361	0	20180103
8	246	2100	0.701111	0	20180103
8	246	4991	0.701111	0	20180103
77	246	237	0.000658753	0	20180103
8	246	186	0.701111	0	20180103
48	246	5035	0.00643776	0	20180103
8	246	798	0.701111	0	20180103
8	246	5861	0.701111	0	20180103
8	246	5260	0.701111	0	20180103
29	246	170	1.94451e-05	0	20180103
46	246	204	0.107833	0	20180103
8	246	4882	0.701111	0	20180103
46	246	3959	0.107833	0	20180103
12	246	782	0.0119723	0	20180103
50	246	4218	0.0361925	0	20180103
8	246	3958	0.701111	0	20180103
257	246	5330	0.174167	0	20180103
571	246	6053	0.00272763	0	20180103
386	246	5292	0.0045634	0	20180103
81	246	2092	0.547988	0	20180103
58	246	225	0.950812	0	20180103
8	246	197	0.701111	0	20180103
77	246	797	0.000658753	0	20180103
180	246	783	0.718278	0	20180103
185	246	184	0.20254	0	20180103
561	246	4176	0.00611105	0	20180104
8	246	6303	0.700381	0	20180104
8	246	2370	0.700381	0	20180104
77	246	4633	0.000657388	0	20180104
8	246	4484	0.700381	0	20180104
8	246	4626	0.700381	0	20180104
8	246	6232	0.700381	0	20180104
8	246	5564	0.700381	0	20180104
8	246	3273	0.700381	0	20180104
8	246	802	0.700381	0	20180104
386	246	4136	0.00455473	0	20180104
257	246	3092	0.174224	0	20180104
344	246	4840	0.21531	0	20180104
321	246	5101	0.0140478	0	20180104
8	246	6208	0.700381	0	20180104
386	246	3859	0.00455473	0	20180104
421	246	4419	0.00688945	0	20180104
629	246	4420	0.526563	0	20180104
8	246	5695	0.700381	0	20180104
77	246	5335	0.000657388	0	20180104
8	246	799	0.700381	0	20180104
58	246	804	0.949331	0	20180104
209	246	1758	0.0110485	0	20180104
8	246	5373	0.700381	0	20180104
629	246	3428	0.526563	0	20180104
8	246	2737	0.700381	0	20180104
8	246	6542	0.700381	0	20180104
8	246	1761	0.700381	0	20180104
8	246	3799	0.700381	0	20180104
429	246	2869	0.218459	0	20180104
77	246	1764	0.000657388	0	20180104
46	246	1763	0.107807	0	20180104
8	246	2950	0.700381	0	20180104
8	246	3884	0.700381	0	20180104
90	246	6234	0.49629	0	20180104
8	246	4485	0.700381	0	20180104
